,Word,num_occurrences
0,aa,391
1,ability,6418
2,abiotic,24
3,able,787
4,abnormal,1391
5,absence,402
6,absent,1731
7,absolute,12360
8,absorb,116
9,absorbed,134
10,absorbent,1065
11,absorbs,80
12,abundant,3715
13,accelerate,96
14,accelerated,66
15,accelerates,13
16,accelerating,42
17,acceleration,325
18,acceptable,2183
19,acceptance,478
20,accepted,198
21,access,16627
22,accident,1403
23,accidental,2951
24,accidents,36
25,according,196
26,accounts,246
27,accumulation,1253
28,accuracy,1109
29,accurate,16151
30,accurately,31
31,achieve,155
32,acid,12722
33,acidic,3139
34,acids,371
35,acorns,33
36,acquire,114
37,acquired,124
38,acres,277
39,across,6884
40,act,4808
41,acted,24
42,acting,806
43,action,26474
44,actionatadistance,0
45,actions,279
46,active,20588
47,actively,42
48,activities,626
49,activity,19625
50,acts,298
51,adapt,31
52,adaptation,1694
53,adaptations,8
54,adapted,100
55,adapting,8
56,adaptive,1740
57,adapts,5
58,add,476
59,added,444
60,adding,99
61,addition,4337
62,additional,7929
63,adds,87
64,adenine,113
65,adh,54
66,adjacent,2514
67,adjust,182
68,adjusted,118
69,adjusting,115
70,adjusts,3
71,ads,406
72,adult,20246
73,adults,452
74,advance,985
75,advanced,3713
76,advancement,136
77,advancements,0
78,advancing,41
79,advantage,845
80,adverse,1699
81,advertisements,26
82,advertising,3881
83,advise,29
84,aeration,207
85,aerobic,615
86,aerosol,886
87,affect,197
88,affected,2764
89,affecting,72
90,affects,197
91,africa,3171
92,afternoon,1005
93,afterwards,6
94,age,277264
95,ages,170
96,aggressive,6071
97,ago,262
98,agree,86
99,agricultural,3734
100,aid,2871
101,aids,322
102,air,32693
103,aircraft,5045
104,airplane,2075
105,airtight,146
106,al,797
107,alaska,1749
108,alcohol,4978
109,alert,1072
110,algae,581
111,algal,128
112,alicia,128
113,alike,1027
114,alive,1356
115,alkaline,676
116,allele,178
117,alleles,20
118,allen,329
119,allergic,822
120,allow,150
121,allowed,107
122,allowing,64
123,allows,224
124,almost,2048
125,alo,5
126,alone,5276
127,along,5418
128,alongside,21
129,alps,100
130,also,9277
131,alter,654
132,altered,59
133,altering,22
134,alternate,1484
135,alternating,271
136,alternative,5181
137,although,71
138,altitude,719
139,aluminum,6082
140,always,12442
141,america,7670
142,americas,102
143,amfm,0
144,amino,1961
145,ammonia,625
146,amoeba,43
147,amoebas,9
148,among,495
149,amount,2018
150,amounts,165
151,amplified,54
152,amplitude,304
153,amu,5
154,analogous,309
155,analysis,2825
156,analyze,19
157,analyzed,4
158,analyzing,29
159,anaphase,1
160,ancestor,1015
161,anchor,2460
162,ancient,4809
163,anderson,272
164,andy,111
165,anemia,219
166,anemometer,67
167,angle,5833
168,animal,19060
169,animals,1335
170,anna,157
171,anne,223
172,annual,19306
173,another,3316
174,answer,5326
175,answered,8
176,antibiotic,1898
177,antibioticresistant,0
178,antibiotics,45
179,antibodies,81
180,antidiuretic,32
181,antlers,40
182,antonia,3
183,apart,121
184,apartment,7148
185,apartments,217
186,aphid,3264
187,aphids,15
188,appalachians,13
189,apparatus,12713
190,apparent,2242
191,appear,1747
192,appearance,9327
193,appeared,506
194,appearing,99
195,appears,1085
196,apple,9356
197,apples,110
198,appliances,338
199,applied,227
200,applies,33
201,approach,11984
202,appropriate,41244
203,approximately,520
204,apron,772
205,aquarium,1515
206,aquatic,2283
207,aquifer,548
208,ar,188
209,archaea,4
210,arctic,2202
211,area,69618
212,areas,1047
213,argon,398
214,argument,1341
215,ariana,4
216,arid,305
217,arises,51
218,arizona,1045
219,arkansas,572
220,arms,2117
221,around,8362
222,arranged,153
223,arrangement,669
224,arrived,63
225,arsenic,613
226,article,11915
227,articles,673
228,artificial,4846
229,arturo,2
230,asexual,159
231,asexually,8
232,ash,3544
233,ask,118
234,asked,41
235,aspect,520
236,assemble,35
237,assembled,58
238,assembly,5933
239,associated,600
240,assortment,69
241,assuming,29
242,assumption,380
243,asteroid,606
244,asteroids,7
245,asthenosphere,15
246,astronaut,765
247,astronomer,829
248,astronomers,14
249,astronomical,472
250,astronomy,403
251,astronomybased,0
252,ate,41
253,athlete,1669
254,athletic,1731
255,atlantic,7103
256,atmosphere,3542
257,atmospheric,1781
258,atom,3454
259,atomic,7173
260,atoms,199
261,atp,430
262,attach,148
263,attached,304
264,attaching,49
265,attack,9673
266,attempt,635
267,attention,1022
268,attract,55
269,attracted,22
270,attracting,23
271,attraction,2963
272,attracts,46
273,au,1612
274,august,419
275,australia,1143
276,author,3892
277,automobile,2710
278,automobiles,62
279,availability,441
280,available,36749
281,average,22220
282,averages,16
283,avoid,97
284,avoided,14
285,away,884
286,axis,2199
287,axles,8
288,b,2910
289,babies,161
290,baby,16634
291,back,32233
292,backbones,0
293,background,7580
294,backs,36
295,bacteria,815
296,bacterial,5209
297,bacterium,1376
298,bad,8741
299,bag,13610
300,bags,205
301,baker,1573
302,bakes,9
303,baking,702
304,balance,5796
305,balanced,450
306,baleen,388
307,ball,20090
308,balloon,2571
309,balloons,41
310,balls,211
311,balsam,682
312,band,12353
313,bands,202
314,bank,16566
315,banks,282
316,bar,15473
317,bare,2121
318,bark,3544
319,barometer,367
320,barrier,3284
321,barriers,49
322,bars,319
323,basalt,369
324,base,23948
325,baseball,5691
326,based,1157
327,basic,8384
328,basin,2329
329,basins,4
330,basketball,4886
331,basketballs,1
332,bass,7213
333,batter,689
334,batteries,160
335,battery,7873
336,batterypowered,11
337,bay,33390
338,bb,475
339,beach,14843
340,beads,408
341,beaker,225
342,beakers,1
343,beams,57
344,bear,9029
345,bears,543
346,beating,107
347,beautiful,42202
348,beavers,210
349,became,1531
350,become,3530
351,becomes,1659
352,becoming,904
353,bed,11728
354,bedroom,3678
355,bees,117
356,began,166
357,begging,24
358,begin,209
359,beginning,719
360,begins,116
361,behaves,36
362,behavior,2578
363,behavioral,1149
364,behaviors,32
365,believe,269
366,believed,354
367,believes,69
368,belonged,2
369,belt,6435
370,belts,40
371,ben,1511
372,bend,1779
373,beneath,851
374,beneficial,3687
375,benefit,2349
376,benefited,0
377,benefits,359
378,bernice,2
379,beryllium,180
380,best,46962
381,betacarotene,5
382,betsy,7
383,better,158344
384,biased,179
385,bicycle,2644
386,bicyclists,0
387,big,54265
388,bigger,16772
389,bike,7213
390,bikes,129
391,bile,7513
392,bill,8979
393,billions,3
394,bills,92
395,bin,2175
396,bind,187
397,binding,712
398,biodiversity,140
399,biofuel,58
400,biogas,18
401,biological,3000
402,biologist,1362
403,biology,2008
404,bioluminescence,31
405,biomass,954
406,biomes,1
407,biomolecule,0
408,biosphere,192
409,biotechnology,142
410,bird,21315
411,birds,1797
412,birth,5014
413,bison,621
414,bites,82
415,black,79659
416,blackandwhite,152
417,bladder,1617
418,blanket,1988
419,blend,519
420,blender,755
421,blindness,164
422,blink,1060
423,block,10425
424,blocks,154
425,blog,3623
426,blood,30325
427,bloodstream,7180
428,bloom,1456
429,blooms,69
430,blow,4775
431,blowing,1234
432,blows,58
433,blue,71633
434,board,17084
435,boards,178
436,boat,9171
437,boats,201
438,bodies,443
439,body,112575
440,boil,238
441,boiling,246
442,boils,19
443,bolt,2961
444,bond,8574
445,bonds,90
446,bone,134310
447,bones,462
448,bonfire,23
449,book,35322
450,books,1531
451,boots,212
452,born,1709
453,boron,326
454,boston,1656
455,bottle,5374
456,bottled,1153
457,bottles,57
458,bottom,7927
459,boulder,796
460,boulders,9
461,bounce,235
462,bounces,17
463,boundaries,47
464,boundary,3987
465,bowl,5286
466,bowling,868
467,bowlshaped,53
468,box,20728
469,boy,26806
470,br,113
471,brackish,276
472,brain,30012
473,brakes,162
474,braking,173
475,branch,7312
476,branches,487
477,brand,9717
478,brands,220
479,brazilians,6
480,bread,5390
481,breads,32
482,break,6128
483,breakdown,301
484,breaking,329
485,breaks,162
486,breath,1755
487,breathe,43
488,breathes,3
489,breathing,694
490,breed,1327
491,breeding,651
492,brianna,22
493,brick,4002
494,bridge,20493
495,bridges,105
496,bright,15073
497,brightly,122
498,brightness,445
499,bring,141
500,brings,97
501,brittle,1593
502,broader,1520
503,broke,83
504,broken,294
505,bromide,378
506,bromine,198
507,broom,994
508,brothers,251
509,brought,171
510,brown,29355
511,brush,4128
512,brushing,52
513,bubbles,48
514,bubbling,39
515,bucket,1651
516,buds,65
517,build,4372
518,building,19916
519,buildings,428
520,builds,72
521,buildup,477
522,built,1009
523,buisson,0
524,bulb,4298
525,bulbs,343
526,bulldozer,143
527,bulletproof,124
528,bumped,3
529,bundle,9053
530,bundles,21
531,bunsen,37
532,buoyancy,70
533,buoyant,740
534,burial,793
535,buried,84
536,burn,1030
537,burned,128
538,burner,2190
539,burning,980
540,burns,216
541,bury,31
542,burying,59
543,bus,9447
544,buses,49
545,bush,11745
546,businesses,347
547,busy,4873
548,butter,3648
549,butterflies,105
550,butterfly,4355
551,button,9475
552,buy,2070
553,buying,778
554,buzzing,9
555,c,3467
556,cabin,3572
557,cacti,71
558,cactus,1329
559,cajon,1
560,cake,4774
561,calcium,2644
562,calculate,79
563,calculated,137
564,calculation,552
565,calculator,1608
566,california,4264
567,call,14250
568,called,474
569,calories,70
570,cambium,30
571,came,296
572,camera,10504
573,camouflage,654
574,camp,8814
575,camper,920
576,campfire,672
577,camping,1049
578,campsites,1
579,campus,4502
580,canada,3165
581,cancel,39
582,cancer,5052
583,cancerous,228
584,candle,4134
585,candles,671
586,candy,3877
587,cans,24
588,cantaloupe,87
589,canyon,2653
590,cap,7129
591,capable,4546
592,capacity,8326
593,capillaries,16
594,caps,159
595,captivity,75
596,capture,2529
597,captures,9
598,capturing,31
599,car,33463
600,carbohydrate,1127
601,carbohydrates,98
602,carbon,5908
603,carbonate,725
604,carbonnitrogen,0
605,carburetor,382
606,cardboard,1180
607,cardinals,21
608,carefully,83
609,cargo,3316
610,caribbean,848
611,carnivores,5
612,carp,2098
613,carpet,5706
614,carpeted,51
615,carpool,26
616,carpooling,4
617,carried,225
618,carriers,111
619,carries,216
620,carrots,25
621,carry,667
622,carrying,658
623,cars,777
624,cart,2940
625,carton,617
626,cast,4313
627,cat,14727
628,catcher,1977
629,catches,21
630,categorize,6
631,categorized,39
632,caterpillar,1570
633,caterpillars,23
634,cats,444
635,cattle,2757
636,cause,6252
637,caused,780
638,causes,622
639,causing,311
640,cavities,56
641,ceiling,3863
642,cell,180676
643,cellcycle,0
644,cells,925
645,cellular,2231
646,celsius,65
647,cementation,3
648,center,37464
649,centers,90
650,centimeter,135
651,centimeters,25
652,central,27062
653,centuries,136
654,century,1847
655,cereals,34
656,certain,11243
657,ch,61
658,chain,8663
659,chains,132
660,challenge,915
661,challenged,14
662,chameleon,2163
663,chameleons,12
664,chance,3379
665,chances,19
666,change,19507
667,changed,112
668,changes,541
669,changing,169
670,channels,135
671,chant,68
672,characteristic,2616
673,characteristics,211
674,characterize,18
675,characterizes,4
676,charcoal,2581
677,charge,9879
678,charged,132
679,charles,671
680,charlie,135
681,chart,4679
682,charts,130
683,cheaper,20560
684,check,9751
685,checked,5
686,checking,151
687,cheek,22966
688,cheese,4242
689,chemical,9214
690,chemically,75
691,chemicals,212
692,chemist,1514
693,cherry,3947
694,chewing,150
695,chicken,9390
696,chickens,35
697,child,19678
698,children,1202
699,chill,872
700,chips,236
701,chloride,990
702,chlorine,1073
703,chlorofluorocarbons,1
704,chlorophyll,266
705,chloroplast,116
706,chloroplasts,2
707,chocolate,7226
708,cholesterol,1378
709,choose,135
710,chromatids,2
711,chromium,471
712,chromosomes,55
713,chronic,2040
714,chute,342
715,cigarettes,93
716,cilia,11
717,circle,15986
718,circuit,6399
719,circuits,61
720,circular,2978
721,circulation,1776
722,circulatory,7196
723,circumference,332
724,circumstance,334
725,circumstances,174
726,cities,420
727,citrus,1871
728,city,32209
729,cl,115
730,claim,2376
731,claims,400
732,class,11485
733,classes,218
734,classification,861
735,classifications,508
736,classified,463
737,classify,41
738,classmate,134
739,classroom,4190
740,clastic,33
741,claws,95
742,clay,3513
743,clean,25031
744,cleaned,24
745,cleaner,7022
746,cleaning,2410
747,clear,36002
748,cleared,6
749,clearing,1018
750,clearly,988
751,cliff,2424
752,cliffs,106
753,climate,2012
754,climates,39
755,climb,1229
756,climbed,13
757,clippings,1
758,clock,6826
759,clockwise,34
760,close,9316
761,closed,1610
762,closely,294
763,closeness,32
764,closer,2479
765,closest,44
766,cloth,4342
767,cloud,4040
768,clouds,232
769,cloudy,988
770,clues,20
771,clump,63
772,clustered,250
773,clusters,581
774,cm,227
775,co,915
776,coaccretion,0
777,coagulation,339
778,coal,5123
779,coalburning,3
780,coalpowered,0
781,coast,7988
782,coastal,2995
783,coastline,746
784,coastlines,1
785,coat,6345
786,coated,722
787,coating,2895
788,code,6297
789,coded,297
790,codons,0
791,coffee,9240
792,coil,2300
793,coils,31
794,coin,1836
795,coins,228
796,cold,25714
797,coldblooded,10
798,colder,1409
799,coldest,9
800,collapsed,32
801,collapses,2
802,collars,11
803,collect,144
804,collected,123
805,collecting,199
806,collects,57
807,college,13473
808,collide,2
809,collides,2
810,collision,536
811,colony,2145
812,color,175212
813,colored,1963
814,colorful,9070
815,coloring,3253
816,colorless,1189
817,colors,872
818,column,5516
819,columns,126
820,comb,944
821,combination,1283
822,combinations,54
823,combine,2655
824,combined,181
825,combining,118
826,combustion,1468
827,come,13752
828,comes,214
829,comet,626
830,comets,8
831,comfortable,10893
832,commensalism,1
833,commercial,21901
834,commercials,21
835,commission,971
836,common,101729
837,communicate,32
838,communicating,11063
839,communication,4995
840,communities,334
841,community,20874
842,compaction,32
843,companies,623
844,company,12366
845,compare,209
846,compared,10
847,compares,8
848,comparing,56
849,comparison,1346
850,compass,1198
851,compete,150
852,competition,2945
853,competitors,44
854,complementary,638
855,complete,49451
856,completed,177
857,completely,192
858,completing,11
859,complex,45025
860,component,11028
861,components,324
862,composed,207
863,composition,3363
864,compositions,26
865,compost,720
866,composting,81
867,compound,4427
868,compounds,227
869,compress,418
870,compressed,609
871,compressional,21
872,computer,27315
873,computers,369
874,concentrate,897
875,concentrated,1120
876,concentration,1862
877,concentrations,23
878,concern,845
879,concerned,1357
880,concerning,103
881,concerns,104
882,conclude,24
883,concluded,4
884,conclusion,855
885,conclusions,22
886,concrete,6412
887,condensation,482
888,condense,41
889,condensed,148
890,condensing,52
891,condition,3727
892,conditioner,1065
893,conditioning,409
894,conditions,638
895,conduct,448
896,conducted,84
897,conducting,111
898,conduction,631
899,conductor,1674
900,conducts,67
901,confident,2000
902,conflict,1084
903,conformity,155
904,confused,97
905,conjugate,350
906,connected,323
907,connective,834
908,consequence,2370
909,consequences,125
910,conservation,979
911,conserve,93
912,conserved,230
913,conserves,9
914,conserving,14
915,consider,214
916,considerable,4989
917,considerably,5080
918,considered,3961
919,considering,30
920,consist,9
921,consistent,10026
922,consists,135
923,constant,4044
924,constantly,103
925,constellation,646
926,constellations,7
927,construct,134
928,constructed,90
929,constructing,23
930,construction,10766
931,consume,49
932,consumed,21
933,consumer,5327
934,consumers,55
935,consumes,21
936,contact,7042
937,contain,374
938,contained,404
939,container,4545
940,containers,62
941,containing,1209
942,contains,794
943,contaminate,29
944,contaminated,511
945,contaminates,4
946,content,12366
947,contents,370
948,contest,536
949,continent,1042
950,continental,1341
951,continents,19
952,continually,30
953,continue,207
954,continued,207
955,continues,102
956,continuing,142
957,continuous,2314
958,continuously,48
959,contracted,14
960,contracts,102
961,contribute,47
962,contributed,79
963,control,29156
964,controlling,211
965,controls,377
966,convection,870
967,convergent,117
968,converging,28
969,convert,968
970,converted,82
971,converting,103
972,converts,77
973,cooking,1651
974,cool,16006
975,cooled,109
976,cooler,4725
977,cooling,2804
978,cools,15
979,coolseason,0
980,cooperative,973
981,cooperativeness,4
982,copper,6404
983,coral,11523
984,corals,49
985,cord,10924
986,cords,59
987,core,6989
988,coriolis,16
989,cork,1334
990,corn,5259
991,cornfields,3
992,cornu,11
993,corporation,5738
994,correct,3581
995,correctly,88
996,cost,11562
997,costs,218
998,cotton,10409
999,could,4074
1000,count,3379
1001,counter,6873
1002,countries,591
1003,couple,4593
1004,course,18340
1005,cover,14824
1006,covered,497
1007,covering,4365
1008,covers,352
1009,cow,5904
1010,cows,85
1011,coyote,1936
1012,coyotes,0
1013,crack,3541
1014,cracking,35
1015,cracks,51
1016,crater,748
1017,craters,5
1018,crawls,4
1019,cream,7172
1020,create,416
1021,created,558
1022,creates,95
1023,creating,139
1024,creative,8668
1025,creatures,153
1026,credit,7006
1027,crew,1397
1028,cricket,4233
1029,crickets,11
1030,criminal,4091
1031,critical,20890
1032,crop,2817
1033,crops,121
1034,cross,17012
1035,crossbred,32
1036,crossed,101
1037,crosspollination,2
1038,crumpled,8
1039,crushed,187
1040,crushes,3
1041,crushing,83
1042,crust,1236
1043,crustal,107
1044,crystal,7755
1045,crystallike,0
1046,crystallization,216
1047,crystals,220
1048,cu,67
1049,cube,831
1050,cubes,27
1051,cubic,1228
1052,culture,9628
1053,cup,6530
1054,cups,80
1055,curly,1185
1056,current,43650
1057,currents,90
1058,curved,334
1059,custom,24860
1060,customer,7540
1061,customers,385
1062,cut,10557
1063,cuts,245
1064,cutting,1063
1065,cycle,7671
1066,cycles,53
1067,cylinder,2281
1068,cytoplasm,17056
1069,cytosine,60
1070,daily,15169
1071,dairy,2380
1072,dam,2333
1073,damage,1591
1074,damages,281
1075,damp,822
1076,dams,21
1077,dangerous,14763
1078,dangers,26
1079,dark,17141
1080,data,12897
1081,date,7719
1082,david,895
1083,day,14752
1084,daylight,903
1085,days,1106
1086,daytime,641
1087,dc,1268
1088,dcell,0
1089,ddt,150
1090,dead,14549
1091,dealing,209
1092,death,10360
1093,deaths,59
1094,debris,875
1095,decades,16
1096,decay,1491
1097,decaying,68
1098,decays,7
1099,december,516
1100,decibels,3
1101,decide,55
1102,decided,7
1103,decides,1
1104,deciduous,1087
1105,decimating,0
1106,decline,2048
1107,declines,12
1108,decompose,5
1109,decomposed,22
1110,decomposer,4
1111,decomposers,0
1112,decomposing,16
1113,decomposition,838
1114,decorative,1889
1115,decrease,1825
1116,decreased,21
1117,decreases,39
1118,decreasing,70
1119,deep,18763
1120,deeper,2874
1121,deeperrooted,0
1122,deeprooted,33
1123,deer,5734
1124,defense,7524
1125,defined,252
1126,definite,710
1127,definition,1330
1128,deflect,1
1129,defoliation,83
1130,deforestation,68
1131,deforested,1
1132,degradation,217
1133,degrees,208
1134,delays,29
1135,delete,155
1136,deliberately,101
1137,delivers,100
1138,delta,1821
1139,deltas,0
1140,demand,8903
1141,demonstrate,31
1142,demonstrated,55
1143,demonstrates,11
1144,demonstration,398
1145,den,2315
1146,dennis,41
1147,dense,4854
1148,denser,510
1149,densities,6
1150,density,2292
1151,department,9385
1152,depend,12
1153,dependent,11342
1154,depends,41
1155,deplete,46
1156,depleted,64
1157,depleting,2
1158,depletion,133
1159,deposited,70
1160,depositing,12
1161,deposition,902
1162,deposits,124
1163,depressions,6
1164,depth,3291
1165,depths,19
1166,derek,57
1167,desalination,146
1168,descendants,37
1169,descended,47
1170,describe,68
1171,described,102
1172,describes,36
1173,describing,86
1174,description,1231
1175,descriptions,47
1176,desert,4245
1177,desertlike,0
1178,design,32102
1179,designed,1314
1180,designing,54
1181,designs,533
1182,desirable,3385
1183,desktop,6897
1184,destroy,116
1185,destroyed,89
1186,destruction,537
1187,destructive,4380
1188,detail,1213
1189,detailed,2315
1190,details,288
1191,detect,131
1192,detector,2687
1193,detects,42
1194,determination,235
1195,determine,182
1196,determined,133
1197,determines,41
1198,determining,72
1199,deters,1
1200,detroit,491
1201,develop,418
1202,developed,1312
1203,developing,349
1204,development,22649
1205,develops,132
1206,device,14544
1207,devil,3763
1208,devils,1130
1209,dew,572
1210,dftd,0
1211,diagram,1934
1212,diagrams,14
1213,dialysis,181
1214,diameter,1528
1215,diamonds,442
1216,diaphragm,7693
1217,die,3839
1218,died,247
1219,diesel,5056
1220,diet,7646
1221,diets,106
1222,difference,2190
1223,differences,82
1224,different,91355
1225,differentiate,1
1226,differentiation,954
1227,differently,51
1228,differentsized,0
1229,differs,20
1230,difficult,15984
1231,difficulty,444
1232,dig,842
1233,digested,7
1234,digesting,9
1235,digestion,542
1236,digestive,22025
1237,digests,7
1238,digging,73
1239,dilute,602
1240,dim,408
1241,dimensional,1033
1242,diminishes,5
1243,dimples,2
1244,dinosaur,1611
1245,dinosaurs,98
1246,dioxide,1219
1247,dip,1824
1248,direct,40363
1249,directing,39
1250,direction,6980
1251,directions,356
1252,directly,216
1253,dirt,2990
1254,dirty,10516
1255,disadvantage,208
1256,disappear,14
1257,disappearance,45
1258,disappeared,23
1259,disappearing,54
1260,disasters,207
1261,discard,287
1262,discontinue,3
1263,discourage,7
1264,discovered,349
1265,discoveries,55
1266,discovering,20
1267,discovers,7
1268,discovery,727
1269,discuss,59
1270,discussed,21
1271,discussing,14
1272,discussion,2924
1273,disease,3569
1274,diseases,318
1275,dish,5268
1276,disinfectant,366
1277,disinfecting,17
1278,disinfection,59
1279,disks,81
1280,dispersal,78
1281,dispersing,14
1282,displaced,630
1283,display,10658
1284,displays,116
1285,disposable,2095
1286,disposal,1677
1287,dispose,10
1288,disposing,27
1289,disproof,7
