,title, publication, authors, date, year, month, url, content
0,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,eavesmac,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
1,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,L Garou,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
2,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Bad Penny,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
3,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Lanman,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
4,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,tempus irrigandum arbor MAGA,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
5,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,eavesmac,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
6,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,gehs72,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
7,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Memri Dotorg,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
8,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Freddie Mercurys mustache,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
9,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,I got worked,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
10,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,LiddyLiberty,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
11,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,R A Reed,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
12,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Baseballfuries85,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
13,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Colorado Proud,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
14,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,DeeAitch,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
15,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,RBR!,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
16,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Colorado Proud,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
17,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,DeeAitch,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
18,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Ehdk,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
19,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Linda Scott,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
20,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Colorado Proud,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
21,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Jackalope,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
22,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Czechster,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
23,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Larry Blackman,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
24,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,anxaunt79,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
25,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,anxaunt79,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
26,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,wardaddy,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
27,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Gary,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
28,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,wardaddy,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
29,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,What'sUpDummies,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
30,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,anxaunt79,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
31,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Michael Carney,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
32,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,wardaddy,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
33,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Michael Carney,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
34,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,NOamnestyEVER,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
35,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,The_Positivist,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
36,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,INFIDEL ✔️,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
37,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,The_Positivist,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
38,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,demsrscum,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
39,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,bjbrtn,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
40,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,plastiman,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
41,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,No User Name,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
42,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,singlestack,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
43,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,WayTruthLifeJesus,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
44,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Silverquick,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
45,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,MrSnuggles2k2,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
46,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Skeptic Al,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
47,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Bob Wesley,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
48,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Frosty,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
49,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,BruceT,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
50,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Zwen Weihusen,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
51,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Bob Wesley,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
52,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Oliver Clozoff,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
53,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,rsmalt,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
54,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,katmanwon,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
55,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,M1Garand,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
56,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,LaVoz,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
57,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,News Reporter,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
58,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,2Bills,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
59,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,LaVoz,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
60,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,MGBSE,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
61,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Gary,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
62,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Gumbo Joe,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
63,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
64,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,LazyDon,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
65,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,tanstaafl,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
66,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
67,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
68,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
69,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
70,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Chris G,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
71,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Raphael Semmes,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
72,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,CRAW,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
73,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,FuHu,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
74,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Darlin' Delilah,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
75,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,Darlin' Delilah,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
76,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,The_Positivist,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
77,Breitbart Texas Editor Brandon Darby Locked Out of Twitter over Border Murder Story | Breitbart,www.breitbart.com,BruceT,04-06-2019,2019,4,https://www.breitbart.com/tech/2019/04/06/breitbart-texas-editor-brandon-darby-locked-out-of-twitter-over-border-murder-story/,
78,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,VOTE MILES,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
79,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,//,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
80,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,RockLibertyWarrior,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
81,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,Biff,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
82,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,Heedless,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
83,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,68W58,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
84,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,NashTiger,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
85,Michigan State Students Filed Bias Incident Reports Over Some Really Petty Things - Hit & Run : Reason.com,reason.com,//,04-06-2019,2019,4,https://reason.com/blog/2019/04/05/michigan-state-students-filed-bias-incid,
86,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,zombie_woof,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
87,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Enoch,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
88,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,GrandMinimum,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
89,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Roger Hudson,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
90,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,the chopper,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
91,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,doomedby2020,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
92,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,NOamnestyEVER,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
93,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,damman,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
94,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,doomedby2020,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
95,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Deplorable Ralphwylie,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
96,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Derek,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
97,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Mike,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
98,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Joe Rogan Lives Forever,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
99,Tijuana Drug War Rages: 21 Murders in less than 48 Hours,www.breitbart.com,Cahal the Mad™,04-06-2019,2019,4,https://www.breitbart.com/border/2019/04/06/tijuana-drug-war-rages-21-murders-in-less-than-48-hours/,
